candle_begin_time,close,每次投入资金,累计投入资金,每次买币数量,累计买币数量,平均持有成本,币市值
2013-12-04,1138.5,100,100,0.08765920070267896,0.08765920070267896,1140.7815631262524,99.8
2013-12-05,1023.87,100,200,0.09747331204156777,0.18513251274424675,1080.3072730735962,189.55162582345193
2013-12-06,820.0,100,300,0.12170731707317073,0.3068398298174175,977.708794123998,251.60866045028234
2013-12-07,693.0,100,400,0.144011544011544,0.45085137382896145,887.2103385266541,312.4400020634703
2013-12-08,784.9,100,500,0.12714995540833227,0.5780013292372937,865.0499137428957,453.67324331835187
2013-12-09,899.01,100,600,0.11101100098997786,0.6890123302272716,870.8117020229365,619.4289749976194
2013-12-10,983.0,100,700,0.10152594099694813,0.7905382712242197,885.4726272973312,777.099120613408
2013-12-11,879.3,100,800,0.11349937450244513,0.9040376457266648,884.9189010895233,794.9203018874563
2013-12-12,873.0,100,900,0.1143184421534937,1.0183560878801585,883.7773061026893,889.0248647193783
2013-12-13,885.02,100,1000,0.11276581320196154,1.13112190108212,884.0780105515785,1001.0655048956979
2013-12-14,850.78,100,1100,0.11730412092432826,1.2484260220064483,881.1094775420488,1062.135891002646
2013-12-15,859.71,100,1200,0.11608565679124355,1.3645116787976919,879.4354923054616,1173.0843353791638
2013-12-16,690.0,100,1300,0.1446376811594203,1.5091493599571122,861.4124184745664,1041.3130583704074
2013-12-17,675.0,100,1400,0.14785185185185185,1.657001211808964,844.8998045521081,1118.4758179710507
2013-12-18,520.01,100,1500,0.19191938616565066,1.8489205979746148,811.284163118288,961.4572001527795
2013-12-19,684.99,100,1600,0.14569555759938102,1.9946161555739959,802.1593505741779,1366.2921204066315
2013-12-20,609.01,100,1700,0.1638725144086304,2.1584886699826265,787.5881044183027,1314.5411849061193
2013-12-21,595.03,100,1800,0.1677226358334874,2.326211305816114,773.7904099681515,1384.1655132997623
2013-12-22,614.999,100,1900,0.16227668662875874,2.4884879924448726,763.5158400476352,1530.4176268656042
2013-12-23,654.76,100,2000,0.15242226159203373,2.6409102540369065,757.3146406405865,1729.1623979332048
2013-12-24,651.83,100,2100,0.1531074053050642,2.7940176593419705,751.6058436418683,1821.2245308888769
2013-12-25,679.5,100,2200,0.1468727005150846,2.9408903598570553,748.0727707601221,1998.334999522869
2013-12-26,757.3889,100,2300,0.13176850096429985,3.072658860821355,748.5373756672698,2327.1977146727395
2013-12-27,720.61,100,2400,0.13849377610635433,3.2111526369277095,747.3951790395785,2313.9887016964767
2013-12-28,712.2,100,2500,0.14012917719741647,3.3512818141251257,745.9832203495669,2386.782908019915
2013-12-29,728.3,100,2600,0.13703144308664014,3.488313257211766,745.3459045355918,2540.538545227329
2013-12-30,736.5,100,2700,0.13550577053632043,3.623819027748086,745.070319275252,2668.9427139364657
2013-12-31,729.99,100,2800,0.13671420156440497,3.7605332293124913,744.5752581507974,2745.1516520658256
2014-01-01,754.22,100,2900,0.1323221341253215,3.8928553634378127,744.9544689579698,2936.0693722120673
2014-01-02,784.34,100,3000,0.12724073743529593,4.020096100873109,746.2508170758509,3153.122175758814
2014-01-03,807.0,100,3100,0.12366790582403966,4.143764006697149,748.1121017002373,3344.017553404599
2014-01-04,829.0,100,3200,0.1203860072376357,4.264150013934785,750.4426414508738,3534.9803615519368
2014-01-05,905.36,100,3300,0.11023239374392507,4.37438240767871,754.3922072764468,3960.390856615997
2014-01-06,919.24,100,3400,0.10856794743483747,4.482950355113547,758.4290992921073,4120.907284434577
2014-01-07,781.0,100,3500,0.12778489116517286,4.61073524627872,759.0980208253806,3600.9842273436802
2014-01-08,824.89,100,3600,0.12098582841348543,4.731721074692206,760.8225301475906,3903.1493973028532
2014-01-09,826.2,100,3700,0.12079399661099008,4.852515071303196,762.4911918112446,4009.1479519107006
2014-01-10,853.02,100,3800,0.11699608449977726,4.969511155802973,764.6627366079424,4239.092406123052
2014-01-11,896.59,100,3900,0.11131063250761217,5.080821788310585,767.5923625136205,4555.414007181387
2014-01-12,842.1,100,4000,0.11851324070775442,5.199335029018339,769.3291503000568,4378.360027936344
2014-01-13,824.5,100,4100,0.12104305639781686,5.320378085416156,770.6219246407751,4386.651731425621
2014-01-14,816.0,100,4200,0.12230392156862745,5.442682006984783,771.6783737521307,4441.228517699583
2014-01-15,842.111,100,4300,0.11851169263909389,5.561193699623876,773.2152901437014,4683.142387583962
2014-01-16,812.48,100,4400,0.12283379283182355,5.6840274924557,774.0990003725414,4618.158657070407
2014-01-17,800.0,100,4500,0.12475,5.808777492455699,774.6896839902186,4647.021993964559
2014-01-18,811.22,100,4600,0.12302458026182786,5.931802072717527,775.4810331850148,4811.996477429912
2014-01-19,841.11,100,4700,0.11865273269845798,6.050454805415986,776.8011085369742,5089.0980413834395
2014-01-20,827.11,100,4800,0.12066109707294072,6.171115902488927,777.8171850676262,5104.191674107617
2014-01-21,824.34,100,4900,0.12106655020986486,6.292182452698792,778.7441061723079,5186.897683057722
2014-01-22,818.0,100,5000,0.12200488997555012,6.414187342674341,779.5219772790878,5246.805246307611
2014-01-23,811.01,100,5100,0.12305643580227124,6.537243778476613,780.1452986641509,5301.770076782318
2014-01-24,778.0,100,5200,0.12827763496143957,6.665521413438053,780.1340176503699,5185.775659654805
2014-01-25,805.4,100,5300,0.12391358331263969,6.789434996750693,780.6246031571831,5468.2109463830075
2014-01-26,815.0,100,5400,0.12245398773006134,6.911888984480754,781.2625480710998,5633.189522351815
2014-01-27,750.0,100,5500,0.13306666666666667,7.04495565114742,780.7004433170858,5283.716738360566
2014-01-28,784.0001,100,5600,0.12729590213062472,7.172251553278045,780.7868921497246,5623.0459349951425
2014-01-29,791.56,100,5700,0.12608014553539845,7.298331698813444,781.0004032739017,5777.067439512769
2014-01-30,801.5,100,5800,0.12451653150343107,7.422848230316875,781.3712230180413,5949.412856598975
2014-01-31,803.5,100,5900,0.12420659614187927,7.547054826458754,781.7619105290654,6064.058553059609
2014-02-01,812.5211,100,6000,0.12282757949301254,7.669882405951767,782.2805725605452,6231.941289354577
2014-02-02,814.222,100,6100,0.12257099415147221,7.792453400103239,782.8086594549521,6344.786992338859
2014-02-03,806.01,100,6200,0.12381980372451955,7.916273203827759,783.1968200645364,6380.595365017211
2014-02-04,802.69,100,6300,0.12433193387235421,8.040605137700112,783.5231169929102,6454.113337980503
2014-02-05,778.03,100,6400,0.12827268871380282,8.168877826413915,783.4613438954514,6355.632015284818
2014-02-06,763.11,100,6500,0.1307806214045157,8.29965844781843,783.1647580279076,6333.552358114723
2014-02-07,702.0,100,6600,0.14216524216524218,8.441823689983673,781.8215876542151,5926.160230368539
2014-02-08,680.49,100,6700,0.1466590251142559,8.588482715097928,780.1145117544321,5844.37660279699
2014-02-09,689.0,100,6800,0.1448476052249637,8.733330320322892,778.626222825451,6017.264590702473
2014-02-10,686.8313,100,6900,0.14530496790114253,8.878635288224034,777.1464618162264,6098.124617236788
2014-02-11,674.5,100,7000,0.1479614529280949,9.02659674115213,775.4860664249126,6088.439501907112
2014-02-12,652.05,100,7100,0.15305574725864582,9.179652488410776,773.4497584700165,5985.592405068246
2014-02-13,605.5,100,7200,0.164822460776218,9.344474949186994,770.5087807663745,5658.079581732724
2014-02-14,668.0,100,7300,0.1494011976047904,9.493876146791784,768.916708742493,6341.909266056912
2014-02-15,651.92,100,7400,0.15308626825377347,9.646962415045557,767.080836601876,6289.047737616499
2014-02-16,621.0,100,7500,0.16070853462157808,9.807670949667136,764.7075476420366,6090.563659743291
2014-02-17,630.0,100,7600,0.1584126984126984,9.966083648079834,762.5864149218025,6278.632698290296
2014-02-18,627.95,100,7700,0.1589298511027948,10.125013499182629,760.4928132314693,6358.002226811732
2014-02-19,621.75,100,7800,0.1605146763168476,10.285528175499476,758.3470549018475,6395.027143116799
2014-02-20,561.2,100,7900,0.17783321454027082,10.463361390039747,755.0154969817008,5872.038412090306
2014-02-21,580.0,100,8000,0.17206896551724138,10.635430355556988,752.2027536779476,6168.549606223053
2014-02-22,608.7,100,8100,0.16395597174305898,10.799386327300047,750.0426185813727,6573.586457427539
2014-02-23,607.15175,100,8200,0.1643740629916656,10.963760390291712,747.9185706448865,6656.666307546297
2014-02-24,535.9999,100,8300,0.18619406458844487,11.149954454880158,744.397659522925,5976.374472820319
2014-02-25,534.6,100,8400,0.18668163112607555,11.336636086006234,740.960540346605,6060.565651578932
2014-02-26,584.0,100,8500,0.1708904109589041,11.507526496965138,738.6470065692824,6720.39547422764
2014-02-27,583.89,100,8600,0.17092260528524209,11.67844910225038,736.3991506665747,6818.929646312974
2014-02-28,554.25,100,8700,0.18006314839873702,11.858512250649117,733.650209749016,6572.580414922273
2014-03-01,568.75,100,8800,0.17547252747252748,12.033984778121644,731.2623509378886,6844.328842556685
2014-03-02,565.37191,100,8900,0.17652097360125302,12.210505751722897,728.8805378715958,6903.476958917559
2014-03-03,680.98,100,9000,0.14655349643161325,12.35705924815451,728.3286273264509,8414.910206808257
2014-03-04,672.0,100,9100,0.14851190476190476,12.505571152916415,727.6756806007853,8403.743814759831
2014-03-05,669.61,100,9200,0.14904197965980195,12.654613132576218,727.0076061287755,8473.655499704362
2014-03-06,668.0,100,9300,0.1494011976047904,12.804014330181008,726.3347072393137,8553.081572560914
2014-03-07,631.01,100,9400,0.15815914169347553,12.962173471874484,725.1870236420041,8179.261082487518
2014-03-08,616.8001,100,9500,0.16180282720447028,13.123976299078954,723.865982649383,8094.869893669529
2014-03-09,638.5,100,9600,0.1563038371182459,13.2802801361972,722.876317483236,8479.458866961913
2014-03-10,626.9801,100,9700,0.15917570589560975,13.43945584209281,721.755412865697,8426.271367820935
2014-03-11,634.01,100,9800,0.1574107663916973,13.596866608484508,720.7542945140577,8620.549398445262
2014-03-12,636.2296,100,9900,0.15686161096560108,13.753728219450108,719.8048297915119,8750.529003569454
2014-03-13,644.18,100,10000,0.15492564190133193,13.908653861351441,718.9768398642386,8959.67664440537
2014-03-14,627.98,100,10100,0.1589222586706583,14.0675761200221,717.9630601482846,8834.156451851479
2014-03-15,635.45,100,10200,0.15705405618065937,14.224630176202758,717.0660940671902,9039.041245468043
2014-03-16,633.0,100,10300,0.15766192733017378,14.382292103532933,716.1584485876115,9103.990901536346
2014-03-17,623.8,100,10400,0.1599871753767233,14.542279278909657,715.1561182766507,9071.473814183842
2014-03-18,615.5999,100,10500,0.1621182849444907,14.704397563854148,714.0720967590502,9052.025669868857
2014-03-19,609.0,100,10600,0.1638752052545156,14.868272769108664,712.9274640443294,9054.778116387177
2014-03-20,586.5551,100,10700,0.17014599310448414,15.038418762213148,711.5109752686074,8820.86122091181
2014-03-21,570.9999,100,10800,0.1747811164240134,15.21319987863716,709.9098208238024,8686.73560938183
2014-03-22,563.0,100,10900,0.17726465364120783,15.390464532278369,708.2307345005388,8664.831531672722
2014-03-23,558.0,100,11000,0.17885304659498208,15.56931757887335,706.5177997863152,8687.67920901133
2014-03-24,585.6587,100,11100,0.1704064158869321,15.739723994760283,705.222023187647,9218.106293130113
2014-03-25,583.9899,100,11200,0.17089336647774214,15.910617361238025,703.9324587923164,9291.639841727658
2014-03-26,576.6,100,11300,0.1730835934790149,16.083700954717038,702.5746146247471,9273.861970489845
2014-03-27,474.0,100,11400,0.21054852320675105,16.29424947792379,699.6333286442713,7723.474252535876
2014-03-28,502.25,100,11500,0.1987058237929318,16.49295530171672,697.2673962684534,8283.586800287223
2014-03-29,492.4398,100,11600,0.20266436628395998,16.695619668000678,694.793019406935,8221.58761018632
2014-03-30,460.9999,100,11700,0.21648594717699504,16.912105615177673,691.8121413279197,7796.478997386346
2014-03-31,456.9899,100,11800,0.21838557044696175,17.130491185624635,688.8302192935475,7828.461453869483
2014-04-01,479.9181,100,11900,0.20795214850200483,17.33844333412664,686.3361243380859,8321.032781871721
2014-04-02,437.2203,100,12000,0.22826021573106278,17.566703549857703,683.1105201918891,7680.51939607985
2014-04-03,447.9999,100,12100,0.22276790686783635,17.78947145672554,680.1775999604214,7969.681433665896
2014-04-04,447.0211,100,12200,0.2232556807721157,18.012727137497656,677.2988846648811,8052.069099004053
2014-04-05,463.99,100,12300,0.21509084247505333,18.22781797997271,674.7927817533767,8457.525264527538
2014-04-06,458.78,100,12400,0.21753345830245435,18.445351438275164,672.256098860187,8462.35833285188
2014-04-07,446.58,100,12500,0.22347619687402034,18.668827635149185,669.5653441282689,8337.125045304923
2014-04-08,452.3849,100,12600,0.22060860121546938,18.889436236364656,667.039494579692,8545.295722844201
2014-04-09,442.45,100,12700,0.22556221041925642,19.11499844678391,664.3997400971157,8457.431062779542
2014-04-10,364.2,100,12800,0.2740252608456892,19.3890237076296,660.1673293618794,7061.4824343187
2014-04-11,421.0,100,12900,0.2370546318289786,19.62607833945858,657.2887245672672,8262.578980912062
2014-04-12,423.3,100,13000,0.23576659579494447,19.861844935253526,654.5212714316291,8407.518961092817
2014-04-13,418.0,100,13100,0.23875598086124403,20.100600916114768,651.7218094458884,8402.051182935973
2014-04-14,460.0,100,13200,0.21695652173913044,20.3175574378539,649.6843944147987,9346.076421412794
2014-04-15,519.0,100,13300,0.19229287090558767,20.509850308759486,648.4688966413249,10644.612310246173
2014-04-16,531.25,100,13400,0.18785882352941177,20.697709132288896,647.4146445074782,10995.657976528477
2014-04-17,498.10000001,100,13500,0.20036137321420677,20.898070505503103,645.9926525965656,10409.328919000076
2014-04-18,480.044,100,13600,0.20789760938580631,21.10596811488891,644.3675042987519,10131.79335774373
2014-04-19,504.999999,100,13700,0.19762376276757182,21.30359187765648,643.0840432297598,10758.313876912931
2014-04-20,500.9501,100,13800,0.19922143942081258,21.502813317077294,641.7764874068918,10771.836481471202
2014-04-21,495.39,100,13900,0.20145743757443632,21.70427075465173,640.4269536225218,10752.07868914692
2014-04-22,489.2503,100,14000,0.2039855673057329,21.908256321957463,639.0284920105008,10718.620977994586
2014-04-23,491.78,100,14100,0.20293627231688965,22.111192594274353,637.686092230555,10873.84229401224
2014-04-24,503.7,100,14200,0.19813380980742507,22.30932640408178,636.5050984866099,11237.207709735992
2014-04-25,464.33566,100,14300,0.21493072489844953,22.524257128980228,634.8711044326203,10458.81579999474
2014-04-26,460.0,100,14400,0.21695652173913044,22.74121365071936,633.2115876121894,10460.958279330905
2014-04-27,429.99,100,14500,0.23209842089350913,22.97331207161287,631.1671540786243,9878.294457672819
2014-04-28,441.38999999,100,14600,0.22610389905131753,23.199415970664187,629.3261872825503,10239.990215059472
2014-04-29,446.53,100,14700,0.22350122052269727,23.422917191186883,627.5904867021017,10459.03521338068
2014-04-30,449.0201,100,14800,0.22226176511920068,23.645178956306083,625.9204054809192,10617.160619478453
2014-05-01,459.4102,100,14900,0.21723505485946984,23.86241401116555,624.4129363034303,10962.636393352368
2014-05-02,452.0,100,15000,0.22079646017699117,24.083210471342543,622.8405476856595,10885.61113304683
2014-05-03,439.7398,100,15100,0.2269523932107123,24.310162864553256,621.1394010040701,10690.146156026076
2014-05-04,435.0413,100,15200,0.22940350720724678,24.539566371760504,619.4078481146988,10675.724855806973
2014-05-05,432.389,100,15300,0.2308106820478782,24.77037705380838,617.673278318049,10710.438563919153
2014-05-06,429.7,100,15400,0.2322550616709332,25.002632115479315,615.9351515021391,10743.631020021461
2014-05-07,440.43,100,15500,0.22659673500896851,25.229228850488283,614.3667764026809,11111.709262620554
2014-05-08,438.5,100,15600,0.22759407069555304,25.456822921183836,612.8023142675238,11162.816850939113
2014-05-09,454.0,100,15700,0.2198237885462555,25.67664670973009,611.4505596266405,11657.19760621746
2014-05-10,456.09,100,15800,0.21881646166326824,25.89546317139336,610.1454874711109,11810.661797840796
2014-05-11,437.97,100,15900,0.22786948877777016,26.12333266017113,608.651285302579,11441.236005175151
2014-05-12,440.0,100,16000,0.2268181818181818,26.35015084198931,607.2071501960357,11594.066370475297
2014-05-13,438.81,100,16100,0.22743328547662997,26.57758412746594,605.7736445413734,11662.50969097333
2014-05-14,445.0,100,16200,0.2242696629213483,26.801853790387288,604.4358023402943,11926.824936722343
2014-05-15,447.58,100,16300,0.22297689798471781,27.024830688372006,603.1490146213354,12095.773719501542
2014-05-16,448.6,100,16400,0.2224699063753901,27.247300594747397,601.8944865004908,12223.139046803683
2014-05-17,449.03,100,16500,0.2222568647974523,27.46955745954485,600.6649369688606,12334.655386059423
2014-05-18,447.4,100,16600,0.22306660706303086,27.69262406660788,599.4375960931956,12389.680007400366
2014-05-19,447.0,100,16700,0.2232662192393736,27.915890285847254,598.2255922701679,12478.402957773722
2014-05-20,491.35,100,16800,0.20311386995013736,28.11900415579739,597.4607033349112,13816.27269195105
2014-05-21,494.99,100,16900,0.20162023475221721,28.320624390549607,596.7382557299624,14018.425867078151
2014-05-22,528.85,100,17000,0.18871135482651036,28.509335745376116,596.2958994145349,15077.16220894216
2014-05-23,523.57,100,17100,0.19061443551005594,28.699950180886173,595.8198495894393,15026.432916206575
2014-05-24,528.0,100,17200,0.18901515151515152,28.888965332401323,595.3830399287025,15253.373695507898
2014-05-25,573.99,100,17300,0.17387062492377917,29.062835957325102,595.2619360823129,16681.777211145036
2014-05-26,586.0,100,17400,0.17030716723549488,29.2331431245606,595.214819215973,17130.621870992512
2014-05-27,576.08,100,17500,0.1732398278016942,29.406382952362293,595.1088927988737,16940.42909119687
2014-05-28,578.77,100,17600,0.1724346458869672,29.57881759824926,595.0204040962653,17119.332261338724
2014-05-29,569.5,100,17700,0.1752414398595259,29.754059038108785,594.8768192376699,16944.936622202953
2014-05-30,621.0,100,17800,0.16070853462157808,29.914767572730362,595.0238442175324,18577.070662665556
2014-05-31,626.21,100,17900,0.15937145685951995,30.074139029589883,595.1957588008829,18832.72660171948
2014-06-01,626.42,100,18000,0.15931802943711887,30.233457059027003,595.3669130479282,18938.842170915694
2014-06-02,667.11,100,18100,0.14960051565708804,30.38305757468409,595.7267452595477,20268.841538647506
2014-06-03,674.0,100,18200,0.14807121661721068,30.531128791301303,596.1129090381161,20577.980805337076
2014-06-04,642.0,100,18300,0.15545171339563862,30.68658050469694,596.351880822921,19700.784684015438
2014-06-05,660.9,100,18400,0.1510062036616735,30.837586708358614,596.6744471289197,20380.561055554208
2014-06-06,649.39,100,18500,0.15368268682917816,30.991269395187793,596.9423118522732,20125.420432541
2014-06-07,657.21,100,18600,0.15185404969492247,31.143123444882715,597.242599411019,20467.57215921137
2014-06-08,658.7,100,18700,0.15151055108547137,31.294633995968187,597.5465315366588,20613.775413144245
2014-06-09,650.3,100,18800,0.15346763032446564,31.448101626292654,597.8103296474335,20450.700487578113
2014-06-10,657.0,100,18900,0.15190258751902586,31.60000421381168,598.1011860669062,20761.202768474275
2014-06-11,637.6,100,19000,0.15652446675031367,31.756528680561992,598.3021693309257,20247.962686726325
2014-06-12,597.99,100,19100,0.16689242295021656,31.923421103512208,598.3068023338709,19089.886585689266
2014-06-13,605.0,100,19200,0.1649586776859504,32.08837978119816,598.347443246419,19413.469767624883
2014-06-14,570.27,100,19300,0.17500482227716696,32.26338460347532,598.2013430147393,18398.840337823873
2014-06-15,593.89,100,19400,0.16804458738150163,32.431429190856825,598.1851704971828,19260.701482157958
2014-06-16,591.1,100,19500,0.1688377601082727,32.6002669509651,598.1546111058063,19270.01779471547
2014-06-17,613.4,100,19600,0.1626997065536355,32.76296665751874,598.2364236085446,20096.803747721995
2014-06-18,608.1,100,19700,0.16411774379213945,32.92708440131088,598.2916604427846,20022.960024437147
2014-06-19,597.3,100,19800,0.16708521680897373,33.09416961811985,598.2926971268989,19767.147512902986
2014-06-20,592.0,100,19900,0.16858108108108108,33.26275069920093,598.2668174366607,19691.54841392695
2014-06-21,595.5,100,20000,0.16759026028547439,33.4303409594864,598.2589296423157,19907.76804137415
2014-06-22,603.4,100,20100,0.16539608882996354,33.595737048316366,598.2901929221791,20271.667734954095
2014-06-23,591.57,100,20200,0.1687036191828524,33.764440667499215,598.262538951045,19974.030165672513
2014-06-24,580.56,100,20300,0.17190299021634287,33.93634365771556,598.1787609398137,19702.083673923345
2014-06-25,566.75,100,20400,0.1760917512130569,34.11243540892862,598.0223855450815,19333.222768010295
2014-06-26,581.98,100,20500,0.1714835561359497,34.283918965064565,597.9479773269087,19952.555159288277
2014-06-27,604.0,100,20600,0.1652317880794702,34.44915075314403,597.9828108859816,20807.287054898996
2014-06-28,596.1,100,20700,0.16742157356148296,34.616572326705516,597.9794823310871,20634.938763949158
2014-06-29,601.95,100,20800,0.16579450120441896,34.78236682790993,598.0041583400744,20937.245712060387
2014-06-30,640.79,100,20900,0.15574525195461852,34.93811207986455,598.2006111900087,22387.992839656406
2014-07-01,641.34,100,21000,0.15561168802819098,35.09372376789274,598.397597783935,22507.00880130033
2014-07-02,654.61,100,21100,0.15245718824949206,35.24618095614223,598.6464186362572,23072.502515700267
2014-07-03,644.0,100,21200,0.15496894409937886,35.40114990024161,598.8506039984682,22798.3405357556
2014-07-04,632.11,100,21300,0.15788391261014698,35.55903381285176,599.0039018524104,22477.220863441726
2014-07-05,631.88,100,21400,0.1579413812749256,35.71697519412668,599.1548803807727,22568.842285664767
2014-07-06,637.38,100,21500,0.1565784932065644,35.87355368733325,599.3272979696887,22865.085649232467
2014-07-07,621.45,100,21600,0.16059216348861532,36.034145850821865,599.4314417614355,22393.41993899325
2014-07-08,625.36,100,21700,0.1595880772674939,36.19373392808936,599.551293688408,22634.11344926996
2014-07-09,624.47,100,21800,0.15981552356398224,36.35354945165334,599.6663414941604,22701.701026073963
2014-07-10,615.84,100,21900,0.16205507924136137,36.515604530894706,599.7435967812363,22487.769894306195
2014-07-11,636.0,100,22000,0.15691823899371068,36.67252276988842,599.9041881586631,23323.724481649035
2014-07-12,636.31,100,22100,0.1568417909509516,36.829364560839366,600.0646566544054,23434.892963707694
2014-07-13,629.49,100,22200,0.15854104116030437,36.98790560199967,600.1961895025439,23283.516697402774
2014-07-14,619.17,100,22300,0.1611835198733789,37.14908912187305,600.283897320916,23001.601511590132
2014-07-15,620.8,100,22400,0.16076030927835053,37.3098494311514,600.377657415508,23161.954526858786
2014-07-16,616.48,100,22500,0.16188684142226836,37.471736272573665,600.4525607335738,23100.575977316214
2014-07-17,622.51,100,22600,0.16031870973960258,37.63205498231327,600.5518436508928,23426.330547039834
2014-07-18,630.8,100,22700,0.1582117945466075,37.79026677685988,600.6837722008328,23838.10028284321
2014-07-19,629.3,100,22800,0.15858890831082154,37.9488556851707,600.8086301508578,23881.21488267792
2014-07-20,624.0,100,22900,0.15993589743589745,38.1087915826066,600.9112083850985,23779.885947546518
2014-07-21,620.01,100,23000,0.16096514572345608,38.26975672833006,600.9967652335173,23727.631869131917
2014-07-22,618.54,100,23100,0.1613476897209558,38.431104418051014,601.0756222022591,23771.17532674127
2014-07-23,619.0,100,23200,0.16122778675282715,38.59233220480384,601.1556875309066,23888.653634773575
2014-07-24,603.98,100,23300,0.16523725951190438,38.75756946431574,601.1728888585856,23408.796805057424
2014-07-25,600.47,100,23400,0.16620314087298282,38.923772605188724,601.1750257959494,23372.557736237675
2014-07-26,593.82,100,23500,0.16806439661850392,39.09183700180723,601.1485210816157,23213.51464841317
2014-07-27,591.55,100,23600,0.16870932296509172,39.26054632477232,601.1123687575649,23224.576178419065
2014-07-28,583.5,100,23700,0.17103684661525279,39.43158317138757,601.0410461327164,23008.32878050465
2014-07-29,583.0,100,23800,0.1711835334476844,39.602766704835254,600.9681136013703,23088.412988918953
2014-07-30,565.99,100,23900,0.1763282036785102,39.77909490851376,600.8180944027657,22514.569927269706
2014-07-31,580.0,100,24000,0.17206896551724138,39.951163874031,600.7334373454999,23171.67504693798
2014-08-01,594.6,100,24100,0.16784392869155734,40.119007802722564,600.7127623521268,23854.762039498837
2014-08-02,587.6,100,24200,0.16984343090537782,40.288851233627945,600.6624477741614,23673.72898487978
2014-08-03,585.71,100,24300,0.1703914906694439,40.45924272429739,600.60441975121,23697.383056048227
2014-08-04,586.6,100,24400,0.17013296965564267,40.62937569395303,600.5506996660919,23833.19178207285
2014-08-05,582.94,100,24500,0.17120115277730125,40.80057684673033,600.481706227724,23784.288267032982
2014-08-06,581.36,100,24600,0.171666437319389,40.97224328404972,600.4064710212402,23819.623355615146
2014-08-07,586.8,100,24700,0.17007498295841855,41.142318267008136,600.3550854791484,24142.312359080373
2014-08-08,590.6,100,24800,0.1689806975956654,41.3112989646038,600.3200243412595,24398.453168495005
2014-08-09,589.98,100,24900,0.16915827655174753,41.48045724115555,600.282679027343,24472.64016313695
2014-08-10,588.61,100,25000,0.1695519953789436,41.650009236534494,600.2399629258795,24515.61193671657
2014-08-11,572.51,100,25100,0.17432009921224084,41.82432933574673,600.1291688028897,23944.846788008363
2014-08-12,569.54,100,25200,0.17522913228219264,41.99955846802892,600.0063076658972,23920.428529881192
2014-08-13,547.3,100,25300,0.18234971679152204,42.18190818482044,599.7832030060803,23086.158349552228
